Id,Title,Location,PriceEuro,PriceKuna,Area,CijenaKvadratEuro,CijenaKvadratKuna,Posted,Link,Photo
80,"Zagreb,Medveščak,Gupčeva zvijezda,stan 65m2 (iznajmljivanje)",Grad Zagreb,600,4510,65,9,69,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb-medvescak-gupceva-zvijezda-stan-65m2--iznajmljivanje-/oid/3245094,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245094/0_2021-12-21-01-03-39-592.jpg?preset=oglas-slika-view
81,"Zagreb,Centar,2-sobni stan za poslovni/stambeni najam,50m2, novouređen",Grad Zagreb,580,4360,50,11,87,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb-centar-2-sobni-stan-za-poslovni-stambeni-najam-50m2--novouredjen/oid/3245092,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245092/0_2021-12-21-01-03-39-826.jpg?preset=oglas-slika-view
82,"Zagreb (Gornji Bukovac),Požarinje,stan s vrtom,50 m2 (iznajmljivanje)",Grad Zagreb,380,2856,50,7,57,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb--gornji-bukovac--pozarinje-stan-s-vrtom-50-m2--iznajmljivanje-/oid/3245096,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245096/0_2021-12-21-01-03-39-420.jpg?preset=oglas-slika-view
83,"Zagreb, Voltino, stan za poslovni najam, 80m2, 3.5-sobni, nenamješten",Grad Zagreb,480,3608,80,6,45,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb--voltino--stan-za-poslovni-najam--80m2--3-5-sobni--nenamjesten/oid/3245095,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245095/0_2021-12-21-01-03-39-529.jpg?preset=oglas-slika-view
84,"Novi Zagreb, Sveta Klara, 1.5-sobni stan u kući, 85m2, parking, najam",Grad Zagreb,530,3984,85,6,46,Objava  21.12.2021.,https://www.index.hr/oglasi/novi-zagreb--sveta-klara--1-5-sobni-stan-u-kuci--85m2--parking--najam/oid/3245103,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245103/0_2021-12-21-01-03-39-029.jpg?preset=oglas-slika-view
85,"Split, Križine, stan za stambenu/poslovnu namjenu, 125m2, najam",Splitsko-dalmatinska,1400,10524,125,11,84,Objava  21.12.2021.,https://www.index.hr/oglasi/split--krizine--stan-za-stambenu-poslovnu-namjenu--125m2--najam/oid/3245102,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245102/0_2021-12-21-01-03-39-107.jpg?preset=oglas-slika-view
86,"Zagreb, Trešnjevka, 2-sobni stan 55m2, namješten, najam",Grad Zagreb,500,3758,55,9,68,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb--tresnjevka--2-sobni-stan-55m2--namjesten--najam/oid/3245099,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245099/0_2021-12-21-01-03-39-248.jpg?preset=oglas-slika-view
87,"Novi Zagreb, Središće, novonamještena garsonijera 26m2, najam",Grad Zagreb,420,3157,26,16,121,Objava  21.12.2021.,https://www.index.hr/oglasi/novi-zagreb--sredisce--novonamjestena-garsonijera-26m2--najam/oid/3245101,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245101/0_2021-12-21-01-03-39-154.jpg?preset=oglas-slika-view
88,"Zagreb, Nodilova ulica, 2-sobni stan za najam, 69m2, odlična lokacija",Grad Zagreb,508,3819,69,7,55,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb--nodilova-ulica--2-sobni-stan-za-najam--69m2--odlicna-lokacija/oid/3245098,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245098/0_2021-12-21-01-03-39-326.jpg?preset=oglas-slika-view
89,"Zagreb, Martićeva ulica, 2.5-sobni stan 84m2, 4.kat/lift, najam",Grad Zagreb,490,3683,84,5,43,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb--marticeva-ulica--2-5-sobni-stan-84m2--4-kat-lift--najam/oid/3245100,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245100/0_2021-12-21-01-03-39-185.jpg?preset=oglas-slika-view
90,"Zagreb, Opatovina, 1,5-sobni stan, 47m2, namješten, najam",Grad Zagreb,578,4345,47,12,92,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb--opatovina--1-5-sobni-stan--47m2--namjesten--najam/oid/3245105,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245105/0_2021-12-21-01-03-38-842.jpg?preset=oglas-slika-view
91,"Zagreb, Šalata, 3-sobni stan, 100m2, dvoetažni, namješten, najam",Grad Zagreb,600,4510,100,6,45,Objava  21.12.2021.,https://www.index.hr/oglasi/zagreb--salata--3-sobni-stan--100m2--dvoetazni--namjesten--najam/oid/3245097,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245097/0_2021-12-21-01-03-39-389.jpg?preset=oglas-slika-view
92,"DONJI BUKOVAC 80m2, Jurja Ves (prekrasan 3soban stan + parking)",Grad Zagreb,650,4886,80,8,61,Objava  21.12.2021.,https://www.index.hr/oglasi/donji-bukovac-80m2--jurja-ves--prekrasan-3soban-stan---parking-/oid/3245077,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245077/0_2021-12-21-01-02-30-544.jpg?preset=oglas-slika-view
93,"GRAČANI 47m2, Gračansko šetalište (stislski 1soban stan + parking)",Grad Zagreb,300,2255,47,6,47,Objava  21.12.2021.,https://www.index.hr/oglasi/gracani-47m2--gracansko-setaliste--stislski-1soban-stan---parking-/oid/3245076,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245076/0_2021-12-21-01-02-30-576.jpg?preset=oglas-slika-view
94,"GAJNICE 68m2, Merlinov put (Prekrasan 4soban stan + parking)",Grad Zagreb,400,3007,68,5,44,Objava  21.12.2021.,https://www.index.hr/oglasi/gajnice-68m2--merlinov-put--prekrasan-4soban-stan---parking-/oid/3245075,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245075/0_2021-12-21-01-02-30-638.jpg?preset=oglas-slika-view
95,"ŠALATA 135m2, Bijenička (lijep 4soban stan + garaža)",Grad Zagreb,1000,7517,135,7,55,Objava  21.12.2021.,https://www.index.hr/oglasi/salata-135m2--bijenicka--lijep-4soban-stan---garaza-/oid/3245089,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245089/0_2021-12-22-01-03-01-576.jpg?preset=oglas-slika-view
97,"ČRNOMEREC 45m2, Baruna Filipovića (lijep 2soban stan)",Grad Zagreb,400,3007,45,8,66,Objava  21.12.2021.,https://www.index.hr/oglasi/crnomerec-45m2--baruna-filipovica--lijep-2soban-stan-/oid/3245083,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245083/0_2021-12-21-01-02-30-169.jpg?preset=oglas-slika-view
98,"LAŠĆINA 75m2, Rebrovac (lijep 3soban stan + parking)",Grad Zagreb,500,3758,75,6,50,Objava  21.12.2021.,https://www.index.hr/oglasi/lascina-75m2--rebrovac--lijep-3soban-stan---parking-/oid/3245088,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245088/0_2021-12-21-01-02-29-607.jpg?preset=oglas-slika-view
99,"MARTINOVKA 50m2, Miramarska (luksuzan 2soban stan)",Grad Zagreb,700,5262,50,14,105,Objava  21.12.2021.,https://www.index.hr/oglasi/martinovka-50m2--miramarska--luksuzan-2soban-stan-/oid/3245087,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245087/0_2021-12-21-01-02-29-748.jpg?preset=oglas-slika-view
100,"DUBRAVA 56m2, Blaža Jurišića (prekrasan 2soban stan + parking)",Grad Zagreb,535,4022,56,9,71,Objava  21.12.2021.,https://www.index.hr/oglasi/dubrava-56m2--blaza-jurisica--prekrasan-2soban-stan---parking-/oid/3245086,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245086/0_2021-12-21-01-02-29-810.jpg?preset=oglas-slika-view
101,"UTRINA 57m2, Maretićeva (lijep 3soban stan)",Grad Zagreb,500,3758,57,8,65,Objava  21.12.2021.,https://www.index.hr/oglasi/utrina-57m2--mareticeva--lijep-3soban-stan-/oid/3245081,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245081/0_2021-12-21-01-02-30-357.jpg?preset=oglas-slika-view
102,"VRBIK 58 m2, Miramarska (Lijep 2soban stan + balkon)",Grad Zagreb,500,3758,58,8,64,Objava  21.12.2021.,https://www.index.hr/oglasi/vrbik-58-m2--miramarska--lijep-2soban-stan---balkon-/oid/3245079,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245079/0_2021-12-21-01-02-30-451.jpg?preset=oglas-slika-view
103,"MAKSIMIR 82m2, Mandrovičeva (lijep 3soban stan + garaža)",Grad Zagreb,750,5638,82,9,68,Objava  21.12.2021.,https://www.index.hr/oglasi/maksimir-82m2--mandroviceva--lijep-3soban-stan---garaza-/oid/3245080,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245080/0_2021-12-21-01-02-30-388.jpg?preset=oglas-slika-view
104,"ŠTEFANOVEC 100m2, Hamići (lijep 4soban stan + garaža)",Grad Zagreb,600,4510,100,6,45,Objava  21.12.2021.,https://www.index.hr/oglasi/stefanovec-100m2--hamici--lijep-4soban-stan---garaza-/oid/3245078,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245078/0_2021-12-21-01-02-30-466.jpg?preset=oglas-slika-view
105,"TREŠNJEVKA 42m2, Zlatarska (lijep 2soban stan)",Grad Zagreb,450,3383,42,10,80,Objava  21.12.2021.,https://www.index.hr/oglasi/tresnjevka-42m2--zlatarska--lijep-2soban-stan-/oid/3245085,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245085/0_2021-12-21-01-02-29-904.jpg?preset=oglas-slika-view
106,"Trg bana Jelačića,107 m2, izvrstan stan/poslovni prostor u zgradi s liftom!",Grad Zagreb,1300,9772,107,12,91,Objava  21.12.2021.,https://www.index.hr/oglasi/trg-bana-jelacica-107-m2--izvrstan-stan-poslovni-prostor-u-zgradi-s-liftom-/oid/3245059,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3245059/0_2021-12-21-01-01-53-825.jpg?preset=oglas-slika-view
107,"NAJAM: Novi Vinodolski, Povile, Stan za radnike 50 m2 - 1.00",Primorsko-goranska,130,977,55,2,17,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--novi-vinodolski--povile--stan-za-radnike-50-m2---1-00/oid/3244947,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244947/XML-4168-266447_20211221010132257_0_.jpg?preset=oglas-slika-view
108,"NAJAM: Novi Vinodolski, Povile, Garsonijera 27 m2",Primorsko-goranska,250,1879,27,9,69,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--novi-vinodolski--povile--garsonijera-27-m2/oid/3244949,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244949/XML-4168-266445_20211221010132100_0_.jpg?preset=oglas-slika-view
109,"NAJAM: Novi Vinodolski, Povile, Garsonijera 24 m2",Primorsko-goranska,200,1503,24,8,62,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--novi-vinodolski--povile--garsonijera-24-m2/oid/3244950,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244950/XML-4168-266444_20211221010132054_0_.jpg?preset=oglas-slika-view
110,"NAJAM: Novi Vinodolski, Povile, Stan 42 m2",Primorsko-goranska,400,3007,42,9,71,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--novi-vinodolski--povile--stan-42-m2/oid/3244948,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244948/XML-4168-266446_20211221010132194_0_.jpg?preset=oglas-slika-view
111,"NAJAM: Krapina, Strogi centar, 2-sobni stan 52,85 m2 NOVO UR",Krapinsko-zagorska,500,3758,52,9,72,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--krapina--strogi-centar--2-sobni-stan-52-85-m2-novo-ur/oid/3244954,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244954/XML-4168-266440_20211221010131788_0_.jpg?preset=oglas-slika-view
112,"NAJAM: Stan, Maksimir, Ravnice, 1S+DB 56,65m2",Grad Zagreb,600,4510,56,10,80,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--maksimir--ravnice--1s-db-56-65m2/oid/3244961,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244961/XML-4168-266452_20211221010131304_0_.jpg?preset=oglas-slika-view
113,"NAJAM: STAN, ZAGREB, BUKOVAC, 4S+DB 200 m2",Grad Zagreb,1300,9772,200,6,48,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--bukovac--4s-db-200-m2/oid/3244959,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244959/XML-4168-266454_20211221010131413_0_.jpg?preset=oglas-slika-view
114,"NAJAM: Krapina, Strogi centar, 3-sobni stan 68,09 m2 NOVO NA",Krapinsko-zagorska,600,4510,68,8,66,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--krapina--strogi-centar--3-sobni-stan-68-09-m2-novo-na/oid/3244953,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244953/XML-4168-266441_20211221010131850_0_.jpg?preset=oglas-slika-view
115,"NAJAM: Stan, Zagreb, Branimirova 1SKL 48m2",Grad Zagreb,335,2518,48,6,52,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--branimirova-1skl-48m2/oid/3244960,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244960/XML-4168-266453_20211221010131366_0_.jpg?preset=oglas-slika-view
116,"NAJAM: Stan, Zagreb, Centar, Penthouse 2S+DB 70m2",Grad Zagreb,700,5262,70,10,75,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--centar--penthouse-2s-db-70m2/oid/3244958,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244958/XML-4168-266455_20211221010131460_0_.jpg?preset=oglas-slika-view
117,"NAJAM: Krapina, Strogi centar, Stan 40m2 NOVO NAMJEŠTEN",Krapinsko-zagorska,450,3383,40,11,84,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--krapina--strogi-centar--stan-40m2-novo-namjesten/oid/3244952,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244952/XML-4168-266442_20211221010131944_0_.jpg?preset=oglas-slika-view
118,"NAJAM: Stan, Zagreb, Cvjetno Naselje, 60m2",Grad Zagreb,700,5262,60,11,87,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--cvjetno-naselje--60m2/oid/3244957,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244957/XML-4168-266456_20211221010131507_0_.jpg?preset=oglas-slika-view
119,"NAJAM: Kvatrić, 90m2, visoko prizemlje",Grad Zagreb,750,5638,90,8,62,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--kvatric--90m2--visoko-prizemlje/oid/3244951,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244951/XML-4168-266443_20211221010132007_0_.jpg?preset=oglas-slika-view
120,"NAJAM: Stan, Kvaternikov Trg, 1S+DB, 39m2",Grad Zagreb,470,3533,39,12,90,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--kvaternikov-trg--1s-db--39m2/oid/3244963,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244963/XML-4168-266450_20211221010131132_0_.jpg?preset=oglas-slika-view
121,"NAJAM: Stan, Zagreb, Donje Svetice, 1S+DB 55m2",Grad Zagreb,700,5262,55,12,95,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--donje-svetice--1s-db-55m2/oid/3244956,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244956/XML-4168-266457_20211221010131600_0_.jpg?preset=oglas-slika-view
122,"NAJAM: Garsonijera, Zagreb, Maksimir, Ravnice 38,80m2",Grad Zagreb,450,3383,38,11,89,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--garsonijera--zagreb--maksimir--ravnice-38-80m2/oid/3244955,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244955/XML-4168-266439_20211221010131694_0_.jpg?preset=oglas-slika-view
123,"NAJAM: Stan, Maksimir, penthouse, 144 m2, 3S+DB",Grad Zagreb,1400,10524,144,9,73,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--maksimir--penthouse--144-m2--3s-db/oid/3244962,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244962/XML-4168-266451_20211221010131225_0_.jpg?preset=oglas-slika-view
124,"NAJAM: Zagreb, Stan, Jarun 1S+DB 53m2",Grad Zagreb,530,3984,53,10,75,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--zagreb--stan--jarun-1s-db-53m2/oid/3244966,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244966/XML-4168-266463_20211221010130944_0_.jpg?preset=oglas-slika-view
125,"NAJAM: Zagreb, Stan, Maksimir 2S+DB 67m2",Grad Zagreb,600,4510,67,8,67,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--zagreb--stan--maksimir-2s-db-67m2-/oid/3244965,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244965/XML-4168-266464_20211221010130991_0_.jpg?preset=oglas-slika-view
126,"NAJAM: Stan, Zagreb, Folnegovićevo Naselje, 1S+DB, 49m2",Grad Zagreb,500,3758,49,10,76,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--folnegovicevo-naselje--1s-db--49m2/oid/3244971,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244971/XML-4168-266458_20211221010130694_0_.jpg?preset=oglas-slika-view
127,"NAJAM: Stan, Zagreb, Maksimir, 1S+DB 90m2",Grad Zagreb,500,3758,90,5,41,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--maksimir--1s-db-90m2/oid/3244969,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244969/XML-4168-266460_20211221010130788_0_.jpg?preset=oglas-slika-view
128,"NAJAM: Zagreb, Stan, Središće, 3S+DB,104m2",Grad Zagreb,950,7141,104,9,68,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--zagreb--stan--sredisce--3s-db-104m2/oid/3244964,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244964/XML-4168-266466_20211221010131085_0_.jpg?preset=oglas-slika-view
129,"NAJAM: Stan, Zagreb, Lanište 1SKL 37m2",Grad Zagreb,540,4059,37,14,109,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--laniste-1skl-37m2/oid/3244970,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244970/XML-4168-266459_20211221010130741_0_.jpg?preset=oglas-slika-view
130,"NAJAM: Stan, Zagreb, Šestinski Dol, 2S+DB 60m2",Grad Zagreb,750,5638,60,12,93,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--stan--zagreb--sestinski-dol--2s-db-60m2/oid/3244968,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244968/XML-4168-266461_20211221010130850_0_.jpg?preset=oglas-slika-view
131,"NAJAM: Zagreb, Centar 1S+DB 56m2",Grad Zagreb,500,3758,56,8,67,Objava  21.12.2021.,https://www.index.hr/oglasi/najam--zagreb--centar-1s-db-56m2/oid/3244967,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//21///3244967/XML-4168-266462_20211221010130897_0_.jpg?preset=oglas-slika-view
132,"Garsonjera, Zamet, iznajmljujem, novo uredjena, 1400 kn",Primorsko-goranska,186,1400,15,12,93,Objava  20.12.2021.,https://www.index.hr/oglasi/garsonjera-zamet-iznajmljujem-novo-uredjena-1400-kn/oid/3244841,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
133,STAN MANDALIČINA,Grad Zagreb,450,3383,38,11,89,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-mandalicina/oid/3244802,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244802/STAN3-532553435.jpg?preset=oglas-slika-view
134,Stan 73m2 Sisak Centar najam,Sisačko-moslavačka,293,2200,73,4,30,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-73m2-sisak-centar-najam/oid/2417417,https://www.index.hr/oglasi/UserDocsImages/oglas/_2020//8//3/2417417/20211024163547-201220212033521720.jpg?preset=oglas-slika-view
135,Iznajmljujem dvosobni stan od 62m2 u Španskom!,Grad Zagreb,300,2254,62,4,36,Objava  20.12.2021.,https://www.index.hr/oglasi/iznajmljujem-dvosobni-stan-od-62m2-u-spanskom/oid/3244712,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244712/NEZX5974-201220212020179583.JPG?preset=oglas-slika-view
136,"Knežija, prekrasan trosoban 50 m2 stan",Grad Zagreb,450,3381,50,9,67,Objava  20.12.2021.,https://www.index.hr/oglasi/knezija-prekrasan-trosoban-50-m2-stan/oid/3244601,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244601/131928099101575259838176574611689388087376446n-201220211751287647.jpg?preset=oglas-slika-view
137,"Stan Novi Zagreb - Zapad Lanište, 2-s stan 48 m2 na 1. katu",Grad Zagreb,533,4005,48,11,83,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-novi-zagreb-zapad-laniste-2-s-stan-48-m2-na-1-katu/oid/3244522,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244522/IMG6357-201220211629457642.JPG?preset=oglas-slika-view
139,Stan Črnomerec Kustošija 2-sobni 50 m2,Grad Zagreb,500,3757,50,10,75,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-crnomerec-kustosija-2-sobni-50-m2/oid/3244475,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244475/26489fd8-6512-4494-9e4f-66ed8ddf41ee-201220211537359161.JPG?preset=oglas-slika-view
140,"Blue Garden - 65m2, 2 sp sobe, parking garaža, dulji period",Zadarska,580,4358,65,8,67,Objava  20.12.2021.,https://www.index.hr/oglasi/blue-garden-65m2-2-sp-sobe-parking-garaza-dulji-period/oid/3244469,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244469/IMG5461-201220211527452067.jpeg?preset=oglas-slika-view
141,Najam kompletno namještenog stana - Srednjaci,Grad Zagreb,450,3381,66,6,51,Objava  20.12.2021.,https://www.index.hr/oglasi/najam-kompletno-namjestenog-stana-srednjaci/oid/3244396,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244396/IMG4394-201220211434349429.jpg?preset=oglas-slika-view
142,Stan Maksimir- Štoosova ulica,Grad Zagreb,690,5184,60,11,86,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-maksimir-stoosova-ulica/oid/3244298,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244298/IMG9664-201220211301009764.jpeg?preset=oglas-slika-view
143,Stan Novi Zagreb - Zapad Kajzerica,Grad Zagreb,600,4508,42,14,107,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-novi-zagreb-zapad-kajzerica/oid/3244286,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244286/stan-zagreb-kajzerica-4100-m2-novogradnja-slika-153647936-201220211246466595.jpg?preset=oglas-slika-view
144,Stan Trešnjevka - Jug Knežija,Grad Zagreb,600,4508,72,8,62,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-tresnjevka-jug-knezija/oid/3244270,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244270/stan-zagreb-knezija-7200-m2-slika-160612267-201220211233464499.jpg?preset=oglas-slika-view
145,"Stan Črnomerec Fraterščica, 2-sobni, 46m2",Grad Zagreb,350,2630,46,7,57,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-crnomerec-fraterscica-2-sobni-46m2/oid/3244189,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//20/3244189/CC5AB9A1-F25E-4975-BFE5-B563ECBF752A-201220211118036181.jpeg?preset=oglas-slika-view
146,Stan Pula Centar,Istarska,266,2000,47,5,42,Objava  20.12.2021.,https://www.index.hr/oglasi/stan-pula-centar/oid/1877322,https://www.index.hr/oglasi/UserDocsImages/oglas/_2019//8//17/1877322/DSC07102-260920211741407391.JPG?preset=oglas-slika-view
