Id,Title,Location,PriceEuro,PriceKuna,Area,CijenaKvadratEuro,CijenaKvadratKuna,Posted,Link,Photo
321,Stan Gornji Grad - Medveščak Dolac,Grad Zagreb,545,4100,42,12,97,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-gornji-grad-medvescak-dolac/oid/3236501,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236501/202112141727432-141220212217440342.jpg?preset=oglas-slika-view
322,Stan Sesvete,Grad Zagreb,460,3461,63,7,54,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-sesvete/oid/3236493,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236493/20211214134315-141220212120491812.jpg?preset=oglas-slika-view
323,"Stan u centru, 35m2 s balkonom",Splitsko-dalmatinska,300,2257,35,8,64,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-u-centru-35m2-s-balkonom/oid/3236467,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236467/image-1-141220212052349168.jpg?preset=oglas-slika-view
324,"Stan Borovo naselje, 35 m2 (iznajmljivanje)",Vukovarsko-srijemska,113,850,35,3,24,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-borovo-naselje-35-m2-iznajmljivanje/oid/813978,https://www.index.hr/oglasi/UserDocsImages/oglas/_2017//11//26/813978/Dnevna-5034854161.jpg?preset=oglas-slika-view
325,Stan Peščenica - Žitnjak Peščenica,Grad Zagreb,352,2645,35,10,75,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-pescenica-zitnjak-pescenica/oid/2697691,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//1//13/2697691/0209ca270d1e65f313ba3157025c38e1ebcb8c4e-GalleryFullscreen-130120211956386180.jpg?preset=oglas-slika-view
326,DUGOROČNI NAJAM STAN RAVNE NJIVE,Splitsko-dalmatinska,500,3762,50,10,75,Objava  14.12.2021.,https://www.index.hr/oglasi/dugorocni-najam-stan-ravne-njive/oid/3236391,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236391/FEB4D006-5270-4E21-BE2F-965E8E486270-141220211939019952.jpeg?preset=oglas-slika-view
327,Stan Trnje,Grad Zagreb,650,4888,48,13,101,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-trnje/oid/3236237,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236237/stan-zagreb-donji-grad-4800-m2-novogradnja-slika-164434888-141220211708461792.jpg?preset=oglas-slika-view
328,Stan Osijek Jug II,Osječko-baranjska,146,1100,25,5,44,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-osijek-jug-ii/oid/3236212,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236212/IMG20211214104537-141220211633492179.jpg?preset=oglas-slika-view
329,Stan Trnje Kruge,Grad Zagreb,570,4289,50,11,85,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-trnje-kruge/oid/3236201,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236201/stan-zagreb-kruge-5000-m2-novogradnja-slika-148958579-141220211625258731.jpg?preset=oglas-slika-view
330,Stan Split Trstenik,Splitsko-dalmatinska,1400,10528,125,11,84,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-split-trstenik/oid/3236171,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236171/8-141220211600192365.jpg?preset=oglas-slika-view
331,Stan Trnje Cvjetno naselje,Grad Zagreb,650,4891,50,13,97,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-trnje-cvjetno-naselje/oid/3236143,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236143/stan-zagreb-cvjetno-naselje-5000-m2-slika-164594842-141220211528349729.jpg?preset=oglas-slika-view
332,Stan Dugopolje,Splitsko-dalmatinska,300,2257,40,7,56,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-dugopolje/oid/3236082,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236082/IMG20210820114957-141220211438343609.jpg?preset=oglas-slika-view
333,Studio apartman Dubrovnik Lapad,Dubrovačko-neretvanska,399,3000,30,13,100,Objava  14.12.2021.,https://www.index.hr/oglasi/studio-apartman-dubrovnik-lapad/oid/3236043,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3236043/E505FAA5-8A32-4F04-8EF1-AB95BBE752A1-141220211400076898.jpeg?preset=oglas-slika-view
334,Stan Samobor Centar,Zagrebačka,399,3000,40,9,75,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-samobor-centar/oid/3235957,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3235957/20210717225723-141220211237008055.jpg?preset=oglas-slika-view
335,Stan Gornji Grad - Medveščak Britanac,Grad Zagreb,650,4888,70,9,69,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-gornji-grad-medvescak-britanac/oid/3235916,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3235916/Screenshot20201111200240comwhatsapp-111120202015139428-141220211159071303.jpg?preset=oglas-slika-view
336,"VIŠNJIK, JEDNOSOBNI STAN, CENTRALNO GRIJANJE, LIFT I PRIVATNI PARKING",Zadarska,399,3000,42,9,71,Objava  14.12.2021.,https://www.index.hr/oglasi/visnjik-jednosobni-stan-centralno-grijanje-lift-i-privatni-parking/oid/3235851,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14/3235851/IMG3880-141220211114112725.jpg?preset=oglas-slika-view
337,"Centar, 1s+db, 2.500kn/mj.",Primorsko-goranska,330,2481,45,7,55,Objava  14.12.2021.,https://www.index.hr/oglasi/centar--1s-db--2-500kn-mj-/oid/3235373,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235373/XML-4142-204793_20211214011813743_0_.jpg?preset=oglas-slika-view
338,"Sigečica, Folnegovićeva ulica, odličan dvosoban stan za najam",Grad Zagreb,550,4134,53,10,78,Objava  14.12.2021.,https://www.index.hr/oglasi/sigecica--folnegoviceva-ulica--odlican-dvosoban-stan-za-najam-/oid/3235370,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235370/896183_20211214011808692_0_.jpg?preset=oglas-slika-view
339,Kostrena stan za radnike,Primorsko-goranska,1200,9020,56,21,161,Objava  14.12.2021.,https://www.index.hr/oglasi/kostrena-stan-za-radnike/oid/3235374,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235374/XML-4142-265298_20211214011805142_0_.jpg?preset=oglas-slika-view
340,DVOSOBAN FIRULE KRATKOROČNO,Splitsko-dalmatinska,800,6013,47,17,127,Objava  14.12.2021.,https://www.index.hr/oglasi/dvosoban-firule-kratkorocno/oid/3235361,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235361/XML-4154-265430_20211214011805174_0_.jpg?preset=oglas-slika-view
341,Stan s pogledom na more,Primorsko-goranska,350,2631,52,6,50,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-s-pogledom-na-more/oid/3235417,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235417/XML-4002-68479_20211214011743304_0_.jpg?preset=oglas-slika-view
342,"Krnjevo - 2S+DB stan za najam, 75m2",Primorsko-goranska,450,3383,75,6,45,Objava  14.12.2021.,https://www.index.hr/oglasi/krnjevo---2s-db-stan-za-najam--75m2/oid/3235347,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235347/0_2021-12-14-01-06-14-839.jpg?preset=oglas-slika-view
343,"Zagreb, Trokut - Stan s parkingom za najam, 45m2",Grad Zagreb,550,4134,45,12,91,Objava  14.12.2021.,https://www.index.hr/oglasi/zagreb--trokut---stan-s-parkingom-za-najam--45m2/oid/3235213,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235213/XML-4239-265279_20211214011114181_0_.jpg?preset=oglas-slika-view
344,"Zagreb, Donja Dubrava - Stan s garažom za najam, 70m2",Grad Zagreb,720,5412,70,10,77,Objava  14.12.2021.,https://www.index.hr/oglasi/zagreb--donja-dubrava---stan-s-garazom-za-najam--70m2/oid/3235212,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235212/XML-4239-265268_20211214011114353_0_.jpg?preset=oglas-slika-view
345,"LANIŠTE,2 SPAVĆE SOBE I VELIKA TERASA.",Grad Zagreb,750,5638,70,10,80,Objava  14.12.2021.,https://www.index.hr/oglasi/laniste-2-spavce-sobe-i-velika-terasa-/oid/3235196,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235196/XML-4107-265287_20211214011103290_0_.jpg?preset=oglas-slika-view
346,"Stan, Zagreb (Gorice) 92 m2",Grad Zagreb,800,6013,92,8,65,Objava  14.12.2021.,https://www.index.hr/oglasi/stan--zagreb--gorice--92-m2/oid/3235194,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235194/0_2021-12-14-01-10-29-789.jpg?preset=oglas-slika-view
347,"D. DRENOVA, 1S+DB, 51 m2, parkirno mjesto",Primorsko-goranska,400,3007,51,7,58,Objava  14.12.2021.,https://www.index.hr/oglasi/d--drenova--1s-db--51-m2--parkirno-mjesto/oid/3235193,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235193/9680-rent_20211214011001132_0_.jpg?preset=oglas-slika-view
348,"Potok, jednosoban stan za najam, 300€",Primorsko-goranska,300,2255,30,10,75,Objava  14.12.2021.,https://www.index.hr/oglasi/potok--jednosoban-stan-za-najam--300-/oid/3235192,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235192/9681-rent_20211214011001148_0_.jpg?preset=oglas-slika-view
349,"Mlaka - stan za najam, idealan za studente!",Primorsko-goranska,400,3007,50,8,60,Objava  14.12.2021.,https://www.index.hr/oglasi/mlaka---stan-za-najam--idealan-za-studente-/oid/3235351,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235351/0_2021-12-14-01-04-06-653.jpg?preset=oglas-slika-view
350,"Trsat - najam etaže kuće, 80m2",Primorsko-goranska,500,3758,80,6,46,Objava  14.12.2021.,https://www.index.hr/oglasi/trsat---najam-etaze-kuce--80m2/oid/3235349,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235349/0_2021-12-14-01-04-06-981.jpg?preset=oglas-slika-view
351,"Trosoban stan 77,89m2 Malešnica, 2. kat - terasa, spremište",Grad Zagreb,600,4510,78,7,57,Objava  14.12.2021.,https://www.index.hr/oglasi/trosoban-stan-77-89m2-malesnica--2--kat---terasa--spremiste/oid/3235169,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235169/0_2021-12-14-01-07-34-731.jpg?preset=oglas-slika-view
352,"Trnje: Dvosobni stan u novoj kući, 50m2, neograničen optički internet",Grad Zagreb,570,4285,50,11,85,Objava  14.12.2021.,https://www.index.hr/oglasi/trnje--dvosobni-stan-u-novoj-kuci--50m2--neogranicen-opticki-internet/oid/3235167,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235167/0_2021-12-14-01-07-54-146.jpg?preset=oglas-slika-view
353,"Staglišće: Trosobni polu-namješten stan, 75m2, velika terasa, ljubimci",Grad Zagreb,650,4886,75,8,65,Objava  14.12.2021.,https://www.index.hr/oglasi/staglisce--trosobni-polu-namjesten-stan--75m2--velika-terasa--ljubimci/oid/3235166,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235166/0_2021-12-14-01-07-54-537.jpg?preset=oglas-slika-view
354,"Stan najam Šestinski dol, ul. Šestinski dol (3-sobni, 1.kat)",Grad Zagreb,600,4510,86,6,52,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-najam-sestinski-dol--ul--sestinski-dol--3-sobni--1-kat-/oid/3235162,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235162/0_2021-12-14-01-05-29-995.jpg?preset=oglas-slika-view
355,"Stan najam Maksimir, Mandrovićeva ul. (3-sobni, 3.kat, garaža, sprema)",Grad Zagreb,750,5638,82,9,68,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-najam-maksimir--mandroviceva-ul---3-sobni--3-kat--garaza--sprema-/oid/3235161,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235161/0_2021-12-14-01-05-30-089.jpg?preset=oglas-slika-view
356,"Stan najam Sigečica, Radnička cesta (1-sobni, 1.kat)",Grad Zagreb,350,2631,30,11,87,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-najam-sigecica--radnicka-cesta--1-sobni--1-kat-/oid/3235164,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235164/0_2021-12-14-01-05-29-870.jpg?preset=oglas-slika-view
357,"Stan najam Trnje, Ukrinska ul. (2-sobni, prizemlje)",Grad Zagreb,570,4285,50,11,85,Objava  14.12.2021.,https://www.index.hr/oglasi/stan-najam-trnje--ukrinska-ul---2-sobni--prizemlje-/oid/3235163,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235163/0_2021-12-14-01-05-29-917.jpg?preset=oglas-slika-view
358,Pantovčak-NOVOGRADNJA-luksuzan 3s stan s velikom terasom & parkingom,Grad Zagreb,1500,11275,120,12,93,Objava  14.12.2021.,https://www.index.hr/oglasi/pantovcak-novogradnja-luksuzan-3s-stan-s-velikom-terasom---parkingom/oid/3235155,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235155/0_2021-12-14-01-05-05-620.jpg?preset=oglas-slika-view
359,MAKSIMIR (Bužanova) -  NAMJEŠTEN 2-SOB STAN 48m2 + LOGGIA 12mj + GPM,Grad Zagreb,650,4886,54,12,90,Objava  14.12.2021.,https://www.index.hr/oglasi/maksimir--buzanova-----namjesten-2-sob-stan-48m2---loggia-12mj---gpm/oid/3235145,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235145/0_2021-12-14-01-03-50-153.jpg?preset=oglas-slika-view
360,"1-SOB. STAN, NAJAM, ULICA VILKA NOVAKA",Varaždinska,240,1804,34,7,53,Objava  14.12.2021.,https://www.index.hr/oglasi/1-sob--stan--najam--ulica-vilka-novaka/oid/3235141,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//14///3235141/0_2021-12-14-01-03-12-372.jpg?preset=oglas-slika-view
361,"Stan: Zagreb (Ferenščica), 48 m2, 1 sp soba, terasa, VIII. kat (iznajmljivanje)",Grad Zagreb,500,3762,48,10,78,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-zagreb-ferenscica-48-m2-1-sp-soba-terasa-viii-kat-iznajmljivanje/oid/3235108,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3235108/04-131220212255480985.jpg?preset=oglas-slika-view
362,Stan Sesvete,Grad Zagreb,399,3002,46,8,65,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-sesvete/oid/1874293,https://www.index.hr/oglasi/UserDocsImages/oglas/_2019//8//15/1874293/WhatsAppImage2021-12-13at221020-131220212226117459.jpeg?preset=oglas-slika-view
363,"Stan Donji Grad, Martićeva ulica 84 m2",Grad Zagreb,490,3687,84,5,43,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-donji-grad-marticeva-ulica-84-m2/oid/3235018,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3235018/1-131220212031088307.jpeg?preset=oglas-slika-view
364,NAJAM STANA NA JARUNU-IDEALNO ZA RADNIKE,Grad Zagreb,270,2044,45,6,45,Objava  13.12.2021.,https://www.index.hr/oglasi/najam-stana-na-jarunu-idealno-za-radnike/oid/2865491,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//4//20/2865491/IMG20210417174310resized20210417113138282-200420210820144386.jpg?preset=oglas-slika-view
367,Stan Peščenica - Žitnjak Folnegovićevo naselje,Grad Zagreb,450,3386,49,9,69,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-pescenica-zitnjak-folnegovicevo-naselje/oid/3234856,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234856/CC452DA2-21C7-437D-8408-46C47BCD8B94-131220211814162040.jpeg?preset=oglas-slika-view
368,"PANTOVČAK - Odličan 3.5 s stan  80 m2, - Najam",Grad Zagreb,700,5267,83,8,63,Objava  13.12.2021.,https://www.index.hr/oglasi/pantovcak-odlican-3-5-s-stan-80-m2-najam/oid/3234853,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234853/dnevniB2-131220211813160984.jpg?preset=oglas-slika-view
370,"JARUN U BLIZINI KINEZIOLOŠKOG FAKSA-2 stan 62 m2,",Grad Zagreb,450,3386,62,7,54,Objava  13.12.2021.,https://www.index.hr/oglasi/jarun-u-blizini-kinezioloskog-faksa-2-stan-62-m2/oid/3234839,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234839/soba1-131220211801414062.jpg?preset=oglas-slika-view
371,Stan Osijek Retfala 59 m2,Osječko-baranjska,332,2500,59,5,42,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-osijek-retfala-59-m2/oid/3234757,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234757/viberslika2021-11-2812-46-56-2672-131220211717357809.jpg?preset=oglas-slika-view
372,Črnomerec dvosobni stan 51m2,Grad Zagreb,500,3762,51,9,73,Objava  13.12.2021.,https://www.index.hr/oglasi/crnomerec-dvosobni-stan-51m2/oid/3234630,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234630/crnomerec-ureden-2-sob-stan-velikom-terasom-2-garaze-slika-152937137-131220211500069224.jpg?preset=oglas-slika-view
373,-2 soban stan 35 m2 Heinzelova-iznajmljivanje-,Grad Zagreb,333,2506,35,9,71,Objava  13.12.2021.,https://www.index.hr/oglasi/2-soban-stan-35-m2-heinzelova-iznajmljivanje/oid/3234569,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234569/-2-soban-stan-35-m2-heinzelova-iznajmljivanje-4-131220211411504545.jpg?preset=oglas-slika-view
374,"Stan 120m2, Baška Voda, s pogledom na vrt i Bašku Vodu, 3000 kn režije uključene. Ako najam kao vikendica za odmor može se dogovoriti manja okvirna cijena.",Splitsko-dalmatinska,399,3000,120,3,25,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-120m2-baska-voda-s-pogledom-na-vrt-i-basku-vodu-3000-kn-rezije-ukljucene-ako-najam-kao-vikendica-za-odmor-moze-se-dogovoriti-manja-okvirna-cijena/oid/3234561,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234561/IMG20211213112923-131220211404434826.jpg?preset=oglas-slika-view
375,-5 soban stan Split 125 m2-iznajmljivanje-,Splitsko-dalmatinska,1400,10534,125,11,84,Objava  13.12.2021.,https://www.index.hr/oglasi/5-soban-stan-split-125-m2-iznajmljivanje/oid/3234555,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234555/-5-soban-stan-split-125-m2-iznajmljivanje-6-131220211401042899.jpg?preset=oglas-slika-view
377,Stan Maksimir,Grad Zagreb,399,3000,43,9,69,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-maksimir/oid/3234433,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234433/IMG20171116174708007-131220211220410097.jpg?preset=oglas-slika-view
378,"Stan Trešnjevka - Sjever Trešnjevka, kod DOMA SPORTOVA - kompletno namještena garsonjera 25m2",Grad Zagreb,306,2299,25,12,91,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-tresnjevka-sjever-tresnjevka-kod-doma-sportova-kompletno-namjestena-garsonjera-25m2/oid/3234398,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
379,"Trešnjevka, jednosobni stan između Cibone i Trešnjevačkog placa",Grad Zagreb,359,2700,28,12,96,Objava  13.12.2021.,https://www.index.hr/oglasi/tresnjevka-jednosobni-stan-izmedju-cibone-i-tresnjevackog-placa/oid/3234290,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234290/IMG-df43fadd7ab0dca8ac779ffc7f762ce4-V-190720191535080391-131220211025505309.jpg?preset=oglas-slika-view
380,"Stan za najam, Trešnjevka(Tratinska), parking u dvorištu",Grad Zagreb,380,2859,38,10,75,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-za-najam-tresnjevka-tratinska-parking-u-dvoristu/oid/3234196,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13/3234196/IMG-4960-131220210923586678.jpg?preset=oglas-slika-view
381,"Stan 34m2, Prečko NAJAM",Grad Zagreb,460,3458,34,13,101,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-34m2--precko-najam/oid/3233880,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233880/XML-4268-265223_20211213010801226_0_.jpg?preset=oglas-slika-view
382,Stan sa panoramskim pogledom,Primorsko-goranska,400,3007,55,7,54,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-sa-panoramskim-pogledom-/oid/3234030,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3234030/XML-4002-68381_20211213010615789_0_.jpg?preset=oglas-slika-view
383,"Kostrena, 3s+db, 1100€/mj.",Primorsko-goranska,1100,8269,85,12,97,Objava  13.12.2021.,https://www.index.hr/oglasi/kostrena--3s-db--1100--mj-/oid/3233832,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233832/XML-4142-204751_20211213010428664_0_.jpg?preset=oglas-slika-view
384,"Centar, moderan gradski 1s+db, 500€/mj.",Primorsko-goranska,500,3758,55,9,68,Objava  13.12.2021.,https://www.index.hr/oglasi/centar--moderan-gradski-1s-db--500--mj-/oid/3233836,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233836/XML-4142-204778_20211213010428617_0_.jpg?preset=oglas-slika-view
385,"Kostrena, prekrasan 3s+db, 1200€/mj.",Primorsko-goranska,1200,9020,130,9,69,Objava  13.12.2021.,https://www.index.hr/oglasi/kostrena--prekrasan-3s-db--1200--mj-/oid/3233831,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233831/XML-4142-204750_20211213010428679_0_.jpg?preset=oglas-slika-view
386,"Centar, moderan gradski stan, 700€/mj",Primorsko-goranska,700,5262,86,8,61,Objava  13.12.2021.,https://www.index.hr/oglasi/centar--moderan-gradski-stan--700--mj/oid/3233835,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233835/XML-4142-204777_20211213010428632_0_.jpg?preset=oglas-slika-view
387,"Kostrena, dvoetažni novouređeni stan, 1.100€/mj.",Primorsko-goranska,1100,8269,85,12,97,Objava  13.12.2021.,https://www.index.hr/oglasi/kostrena--dvoetazni-novouredjeni-stan--1-100--mj-/oid/3233830,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233830/XML-4142-204739_20211213010428695_0_.jpg?preset=oglas-slika-view
388,Stan Novogradnja Najam,Primorsko-goranska,300,2255,45,6,50,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-novogradnja-najam/oid/3233834,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233834/XML-4142-204766_20211213010428632_0_.jpg?preset=oglas-slika-view
389,Stan Najam Namjesteno,Primorsko-goranska,300,2255,45,6,50,Objava  13.12.2021.,https://www.index.hr/oglasi/stan-najam-namjesteno/oid/3233833,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
390,"Zamet, 1S+DB, 53 m2",Primorsko-goranska,350,2631,53,6,49,Objava  13.12.2021.,https://www.index.hr/oglasi/zamet--1s-db--53-m2/oid/3233812,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233812/XML-163-265188_20211213010353726_0_.jpg?preset=oglas-slika-view
391,"KAJZERICA - SVIJETAO I NOVIJI 3-SOB STAN, 1. KAT.,BALKON I PARKING",Grad Zagreb,650,4886,55,11,88,Objava  13.12.2021.,https://www.index.hr/oglasi/kajzerica---svijetao-i-noviji-3-sob-stan--1--kat--balkon-i-parking/oid/3233784,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//13///3233784/0_2021-12-13-01-00-31-375.jpg?preset=oglas-slika-view
392,Potpuno opremljen dvoetažni trosobni stan u pješačkoj zoni - Sloboština,Grad Zagreb,465,3500,63,7,55,Objava  12.12.2021.,https://www.index.hr/oglasi/potpuno-opremljen-dvoetazni-trosobni-stan-u-pjesackoj-zoni-slobostina/oid/3233729,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233729/01-121220212227234439.jpg?preset=oglas-slika-view
394,"Stan Trnje, 50m2, novogradnja",Grad Zagreb,570,4289,50,11,85,Objava  12.12.2021.,https://www.index.hr/oglasi/stan-trnje-50m2-novogradnja/oid/2862880,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//4//18/2862880/boravak1-180420211026318596.jpg?preset=oglas-slika-view
395,"Stan: Zagreb (Cvjetno naselje), novouređen 66.00 m2 (iznajmljivanje)",Grad Zagreb,650,4891,66,9,74,Objava  12.12.2021.,https://www.index.hr/oglasi/stan-zagreb-cvjetno-naselje-novouredjen-66-00-m2-iznajmljivanje/oid/3233590,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233590/Blagavaonapogled-121220212005187529.jpg?preset=oglas-slika-view
396,"Stan Vrbani, 3sobni, 80 m2, bez provizije, s parkingom i spremištem (iznajmljivanje)",Grad Zagreb,800,6019,80,10,75,Objava  12.12.2021.,https://www.index.hr/oglasi/stan-vrbani-3sobni-80-m2-bez-provizije-s-parkingom-i-spremistem-iznajmljivanje/oid/3233514,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233514/20200720193408-121220211905076520.jpg?preset=oglas-slika-view
397,Stan Bijenik- Sjever Črnomerec (Podsljeme) - 38m² (USELJIV OD 01.01.2022),Grad Zagreb,360,2709,38,9,71,Objava  12.12.2021.,https://www.index.hr/oglasi/stan-bijenik-sjever-crnomerec-podsljeme-38m-useljiv-od-01-01-2022/oid/3233488,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233488/5c8c0b64570c0ed3685ad97770e3a500dfd9fe93-GalleryFullscreen-121220211847302666.jpeg?preset=oglas-slika-view
398,NAJAM STANA RADNICIMA,Krapinsko-zagorska,500,3760,90,5,41,Objava  12.12.2021.,https://www.index.hr/oglasi/najam-stana-radnicima/oid/3233427,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233427/IMG20211210140519resized20211210020959292-121220211756406783.jpg?preset=oglas-slika-view
399,Stan Split Varoš,Splitsko-dalmatinska,400,3010,40,10,75,Objava  12.12.2021.,https://www.index.hr/oglasi/stan-split-varos/oid/3233377,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233377/20211118145014-121220211728494280.jpg?preset=oglas-slika-view
400,Stan Borovje novogradnja (2021)  56 kvadrata iznajmljujem,Grad Zagreb,600,4508,56,10,80,Objava  12.12.2021.,https://www.index.hr/oglasi/stan-borovje-novogradnja-2021-56-kvadrata-iznajmljujem/oid/3233256,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233256/zgrada-121220211644512651.jpg?preset=oglas-slika-view
401,Stan 46 m2 s garažnim mjestom,Grad Zagreb,532,4000,46,11,86,Objava  12.12.2021.,https://www.index.hr/oglasi/stan-46-m2-s-garaznim-mjestom/oid/3233222,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12/3233222/20211204175126-121220211530055966.jpg?preset=oglas-slika-view
